title,price,lt,lb
"Rumah Kost Lokasi Strategis Akses Mudah di Pasar Rebo, Jakarta Timur",Rp 9 Miliar,  700 m²,  1300 m²
HUNIAN MODEREN DAN MINIMALIS DI JAKARTA UTARA,Rp 451 Juta,  20 m²,  39 m²
Rumah di Sunter Jakarta Utara,"Rp 4,9 Miliar",  102 m²,  275 m²
RUMAH PIK PANTAI INDAH KAPUK 8X20 SEMI F,"Rp 6,8 Miliar",  160 m²,  300 m²
Di Jual Rumah Second B.U 2 Lantai Dalam Cluster Kalibata Pancoran Jakarta Selatan,"Rp 5,85 Miliar",  210 m²,  240 m²
"Rumah bagus Pantai Indah Kapuk PIK, 290m2 Marmer.","Rp 11,5 Miliar",  290 m²,  330 m²
"Rumah Siap Huni Pantai Indah Kapuk 355m2, Hoek, Bagus Harga Nego","Rp 15,5 Miliar",  355 m²,  500 m²
"Dijual Rumah Johar Golf 230m2,pantai Indah Kapuk, Pik.jarang Ada ",Rp 11 Miliar,  230 m²,  450 m²
Jual rumah lokasi stategis Rumah di pondok indah SHM,Rp 8 Miliar,  212 m²,  212 m²
Rumah 2 Lantai Benhil Dibawah Harga Pasaran,"Rp 7,75 Miliar",  201 m²,  310 m²
Rumah Minimalis 2 Lantai Casa Jardin Cluster Gladiola Lt 135m2,"Rp 3,5 Miliar",  135 m²,  200 m²
Rumah Semi Furnished 2 Lantai Taman Ratu SHM,"Rp 3,6 Miliar",  180 m²,  152 m²
"Tebet Barat, Rumah 3,5 Lantai, Citiview Cbd Kuningan","Rp 3,5 Miliar",  90 m²,  210 m²
"Rumah Nyaman Lokasi Strategis Sangat Cocok Untuk Kegiatan di Tebet, Jakarta Selatan","Rp 10,2 Miliar",  247 m²,  326 m²
Cluster Mewah di Rawamangun Jakarta Timur Bebas Design,"Rp 2,6 Miliar",  90 m²,  135 m²
"Perumahan Royal Palm, Taman Surya","Rp 1,77 Miliar",  90 m²,  120 m²
Rumah termurah Dekat WTC Mangga Dua Jakarta Pusat,Rp 470 Juta,  20 m²,  39 m²
"Rumah Siap Huni di Tebet, Akses Jln 2 Mobil","Rp 4,4 Miliar",  135 m²,  117 m²
"Rumah Siap Huni, Akses Jalan 2 Mobil, Strategis, Dekat Jln Raya Abdullah Syafei Dan Kasablanka","Rp 4,9 Miliar",  206 m²,  300 m²
Jual Cepat Harga Njop Rumah Di Belakang Pondok Indah Mall,"Rp 10,5 Miliar",  300 m²,  400 m²
Turun Harga Rumah 2 Lantai Modern Minimalis Andara ,Rp 3 Miliar,  180 m²,  200 m²
Rumah Modern Minimalist Dalam Cluster Siap Huni,"Rp 2,5 Miliar",  92 m²,  200 m²
Rumah Modern Minimalist Dalam Komplek,Rp 3 Miliar,  104 m²,  210 m²
Rudy Cen Rumah Di Villa Kapuk Mas 1 Ukuran 6x20 Vikamas Siap Huni,"Rp 2,2 Miliar",  120 m²,  190 m²
Rmh Kebon Jeruk Baru Samping Tol Kbn Jeruk 2 Lantai Segera,"Rp 3,2 Miliar",  160 m²,  280 m²
Dhyana Rumah Bagus Megah Dan Kokoh Jelambar Luas 192m2,Rp 6 Miliar,  192 m²,  592 m²
Rumah Tropical Garden Dengan Arsitektur Modern Dan Halaman Luas di Cilandak Jakarta Selatan,"Rp 27,5 Miliar",  1332 m²,  585 m²
"Harga Turun Rumah Bagus Dalam Kompleks Perumahan Tanjung Mas Raya, Tanjung Barat, Jagakarsa, Jakarta Selatan, Bebas Banjir.","Rp 6,5 Miliar",  414 m²,  414 m²
House Rumah Beautiful Good Location Private Pool Harga Murah Taman Asri Area Kemang Jakarta Selatan,Rp 25 Miliar,  570 m²,  600 m²
Rumah Minimalis 2 Lantai Akses Motor Dekat Danau Sunter,Rp 554 Juta,  26 m²,  46 m²
Axel Hot Unit Super Mewah Green Lake City Hoek Luas Tanah 203m2 ,Rp 5 Miliar,  203 m²,  200 m²
Rumah Pisangan Baru Dekat Bea Cukai Hanya 3 Menit Tol Jatinegara,Rp 828 Juta,  30 m²,  58 m²
"Rumah Cempaka Putih Samping Jalan Dekat Arcici,yarsi,rsi,taman Solo,5 Menit Tol Cemput","Rp 1,39 Miliar",  39 m²,  77 m²
"Rumah Murah 400jtan Sunter Agung Dijual Dekat Jis,smpn 116,tol",Rp 497 Juta,  21 m²,  41 m²
"Rumah Sunter Agung Dijual Dekat Uta 45,moi,jis,5 Menit Tol Ancol",Rp 451 Juta,  20 m²,  39 m²
Rumah di Permata Buana jakarta barat 2 lantai,"Rp 6,7 Miliar",  250 m²,  300 m²
Turun harga Modern Luxury House Dengan Privat Dermaga SHM,"Rp 32,5 Miliar",  425 m²,  1600 m²
"Rumah, Uk 8x18m2 , 2.5 Lantai , Furnished
Green Lake City, Jakarta Barat
","Rp 4,19 Miliar",  144 m²,  250 m²
Dijual rumah di cengkir barat 2 lantai hadap selatan,"Rp 2,4 Miliar",  90 m²,  210 m²
Rumah 2 Lantai Bagus di Gading Kirana Lokasi Strategis,"Rp 7,25 Miliar",  187 m²,  187 m²
Dijual Rumah Kost Sdg Berjalan Jl Mandala Tomang 7x20m 8+1 Kt,Rp 5 Miliar,  140 m²,  280 m²
Jual Cepat Rumah Bagus di Sunter,"Rp 5,8 Miliar",  190 m²,  280 m²
Dhyana Rumah Uk 4x15m Hadap Timur di Jelambar,"Rp 2,1 Miliar",  60 m²,  130 m²
Dhyana Rumah Bagus Uk 15x14m Jalan Besar di Komplek Kavling Polri,"Rp 4,8 Miliar",  211 m²,  420 m²
"Dhyana Rumah Uk 7x20m Lokasi Bagus di Komplek Dutamas, Jelambar","Rp 3,2 Miliar",  140 m²,  210 m²
Rumah harga murah meriah dalam cluster pondok kopi,Rp 850 Juta,  60 m²,  120 m²
Dijual Rumah di Sunter,"Rp 6,15 Miliar",  200 m²,  270 m²
Permata Buana. Fully Furnished,"Rp 7,75 Miliar",  180 m²,  350 m²
Dijual Rumah Klender Jakarta Timur NEGO sampai DEAL,"Rp 4,35 Miliar",  355 m²,  159 m²
For Sale Rumah Lama Terawat Lokasi Bagus Dan Harga Nego Area Prime Lokasi Gatot Subroto Setia Budi Jakarta Selatan,Rp 28 Miliar,  560 m²,  600 m²
Di Rumah 3 lantai hadap timur di Jalan raya M. Kahfi 1 SHM,"Rp 2,12 Miliar",  94 m²,  135 m²
Dijual Cepat Rumah Janur Hijau Kelapa Gading Jakarta Utara,"Rp 4,3 Miliar",  121 m²,  250 m²
"Rumah Strategis Akses Tol di Pademangan, Jakarta Utara","Rp 2,5 Miliar",  203 m²,  400 m²
Jual Cepat Turun Harga Rumah Siap Huni Bagus di Janur Indah,"Rp 4,5 Miliar",  187 m²,  1 m²
Rumah kemayoran barat,"Rp 1,65 Miliar",  196 m²,  180 m²
"Rumah Cantik di Area Premium di Kuningan, Jakarta Selatan",Rp 39 Miliar,  509 m²,  650 m²
RUMAH CEMPAKA PUTIHBebas banjir,Rp 3 Miliar,  113 m²,  216 m²
Puri Indah Rumah Cantik 2 Lantai Siap Huni Bagus Rapi Nyaman Dan Tenang,"Rp 4,5 Miliar",  140 m²,  250 m²
Rumah Siap Huni Dalam Komplek Di Rawamangun Jakarta Timur ,"Rp 6,5 Miliar",  354 m²,  249 m²
Rumah Impian Clematis Metland Puri Furnished Siap Huni ,"Rp 2,2 Miliar",  84 m²,  89 m²
Jual Cepat Rumah Siap Huni Tinggi Dari Jalan di Kelapa Hybrida,"Rp 2,95 Miliar",  90 m²,  140 m²
Jual Cepat Rumah Hoek Brand New Siap Huni di Taman Permata Sunter,"Rp 6,9 Miliar",  160 m²,  301 m²
"Rumah SHM Murah 2,5 Lantai di Kayu Putih Jaktim","Rp 2,35 Miliar",  179 m²,  250 m²
Dijual Termurah Dan Mau Cepat Rumah Hook di Citra 3,"Rp 6,5 Miliar",  300 m²,  352 m²
Jual Cepat Rumah Minimalis Siap Huni di Jakarta Garden City,"Rp 2,5 Miliar",  102 m²,  63 m²
"Jual Cepat Rumah Standart Siap Huni di Sunter Indah, Bisa Nego","Rp 2,9 Miliar",  128 m²,  1 m²
Rumah Semi Furnish 2 Lantai di Flamboyan Golf Bgm Pik Nego,Rp 8 Miliar,  180 m²,  280 m²
"Cilandak, Rumah Modern Tropis Siap Huni, 2 Lantai, Semi Furnished",Rp 40 Miliar,  864 m²,  796 m²
"Rumah Modern Minimalis Puri Mansion, Rapi Banget","Rp 5,2 Miliar",  144 m²,  250 m²
Rumah Cantik Minimalis Permata Buana Jakarta Barat,"Rp 4,99 Miliar",  144 m²,  136 m²
"Rumah 4 Lantai, Shm, Cluster Walet, Jakarta Utara Dekat Tol","Rp 12,9 Miliar",  210 m²,  600 m²
Intercon Boulevard Rumah 2 Lantai Uk 15x30 Hadap Utara Lokasi Bagus ,"Rp 9,8 Miliar",  450 m²,  431 m²
Rumah Kos Dekat Rs Gatot Subroto Dan Tugu Tani,"Rp 13,5 Miliar",  511 m²,  600 m²
Rukan Bgm Kondisi Rapi Siap Huni Dan Murah,"Rp 2,65 Miliar",  85 m²,  150 m²
"Rumah Lama Area Menteng Harga di Bawah Pasar, Murah..",Rp 26 Miliar,  543 m²,  400 m²
"Rumah Furnished Siap Huni di Ciganjur, Jagakarsa, Jakarta Selatan","Rp 3,8 Miliar",  96 m²,  250 m²
Rumah Cluster Cilandak Bagus Banget Harga Terjangkau,"Rp 4,95 Miliar",  225 m²,  275 m²
 Rumah Mungil Cantik Komplek Ligamas Pancoran Tebet,"Rp 4,5 Miliar",  140 m²,  100 m²
Rumah di Puri Indah 2 lantai SHM lokasi bagus,"Rp 5,9 Miliar",  160 m²,  180 m²
Mi.929 Dijual Rumah Mewah Elegan Cluster Palm Spring Jgc 3 Lantai,"Rp 7,65 Miliar",  203 m²,  500 m²
"Rumah tua di Jl. Kerinci, SHM, butuh renovasi, jalan lebaar","Rp 9,6 Miliar",  207 m²,  180 m²
Rumah di Puri Indah 2 lantai bagus siap huni,"Rp 7,5 Miliar",  176 m²,  400 m²
Tebet Rumah 3 Lantai Dengan Rooftop 30 Meter Ke Jalan 2 Mobil,"Rp 2,25 Miliar",  90 m²,  150 m²
"Rumah Hoek Jual Danau Asri, Sunter Jakarta Utara","Rp 12,5 Miliar",  417 m²,  753 m²
"Rumah Jual Gading Kirana, Kelapa Gading Jakarta Utara","Rp 6,95 Miliar",  187 m²,  250 m²
Intercon Rumah Siap Huni Lokasi Bagus Cluster Hadap Timur,"Rp 7,35 Miliar",  300 m²,  400 m²
"Intercon Rumah Mewah 2,5 Lantai Hadap utara Lokasi Bagus Nyaman Dan Tenang",Rp 17 Miliar,  750 m²,  1250 m²
Taman Alfa Indah Blok D Rumah Baru Masih Bangun,"Rp 4,5 Miliar",  144 m²,  275 m²
Rumah 2 Lantai deket Tol Pondok Indah dan Rumah Sakit Pondok Indah,Rp 22 Miliar,  404 m²,  400 m²
Rumah Kuningan Jakarta Selatan,Rp 11 Miliar,  235 m²,  350 m²
"Rumah 2 Lantai Akses Mudah Lokasi Strategis di Kebon Jeruk, Jakarta Barat","Rp 4,3 Miliar",  176 m²,  450 m²
Rumah Modern Classic Dalam Cluster Elite Dekat Ke Tb Simatupang,"Rp 2,25 Miliar",  75 m²,  100 m²
Rumah Furnished Mewah Siap Huni Puri Blok j Kualitas Terbaik Puri Indah Jakarta Barat,"Rp 27,5 Miliar",  409 m²,  800 m²
Andre Tjhia Meruya Ilir Raya Lokasi Premium 4 Menit Dr Puri Indah Nego,"Rp 7,5 Miliar",  363 m²,  258 m²
RUMAH DI KAV DKI MERUYA JAK-BAR SIAP HUNI,"Rp 4,7 Miliar",  371 m²,  261 m²
Rumah MODERN harga MURAH Strategis dekat ke ANDARA,"Rp 1,75 Miliar",  107 m²,  150 m²
"Rumah Modern Bagus dekat Bintaro, Private pool, Semi Furnished","Rp 5,5 Miliar",  260 m²,  300 m²
"Rumah Bagus SHM Lokasi Strategis di Jatinegara Timur, Jakarta Timur",Rp 11 Miliar,  432 m²,  550 m²
Rumah Via Lelang Didaerah Perumahan Pantai Mutiara,Rp 7 Miliar,  428 m²,  474 m²
"Rumah Bagus, Menarik, Dekat TB Simatupang & AEON Mall","Rp 4,8 Miliar",  325 m²,  200 m²
"Dijual Rumah Modern di Taman Kencana permai, Lokasi Prime",Rp 24 Miliar,  403 m²,  800 m²
Dijual Rumah Pondok Indah Estate,"Rp 9,5 Miliar",  240 m²,  340 m²
"Dijual Rumah dalam Cluster, Lokasi Tenang & Nyaman di Kebagusan.","Rp 6,72 Miliar",  410 m²,  300 m²
"Rumah Bagus baru Renovasi Lokasi Strategis di Johar Baru, Jakarta Pusat","Rp 3,5 Miliar",  163 m²,  180 m²
"Meruya Utara, Rumah Baru 2 Lantai Siap Huni Jakarta Barat ","Rp 2,25 Miliar",  100 m²,  120 m²
Rumah Meruya Puri 2 Lantai Bagus Semi Furnished SHM Meruya Utara,"Rp 3,75 Miliar",  150 m²,  250 m²
Rumah cantik di Kemang Timur bebas banjir harga tidak mubazir,"Rp 16,3 Miliar",  535 m²,  600 m²
"Rumah 2 Lantai SHM di Jl. Keadilan, Jakarta Pusat",Rp 520 Juta,  27 m²,  42 m²
"Hot deal murah rumah siap huni, pejaten barat","Rp 5,4 Miliar",  308 m²,  480 m²
Hadap Selatan Rumah Mayang Permai Pik Ukuran 16x26,"Rp 18,5 Miliar",  416 m²,  450 m²
Full Furnished Rumah Golf Lake Residence Ukuran 8x20,Rp 5 Miliar,  160 m²,  300 m²
Rumah Siap Huni Furnished Di Tebet Dalam Lingkungan Tenang Bisa Untuk Investasi,Rp 5 Miliar,  368 m²,  417 m²
Hadap Selatan Barat Rumah Teluk Gong Uk 6x20,"Rp 3,6 Miliar",  120 m²,  270 m²
"Rumah Semi Furnished Pulo Mas Jakarta Timur, Jakarta Timur","Rp 5,95 Miliar",  144 m²,  450 m²
"Rumah Lama, Bagus Untuk Rumah Kos Premium di Menteng. Jual Cepat.","Rp 14,5 Miliar",  238 m²,  300 m²
Di Jual Rumah Hook Hitung Tanah di Tanah Kusir Jakarta Selatan,"Rp 3,8 Miliar",  363 m²,  280 m²
"Fatmawati Area, Rumah Luxury&Mewah Lokasi Strategis - 4 Bedroom",Rp 84 Miliar,  1650 m²,  1500 m²
"Rumah Siap Huni & Strategis 15 menit ke AEON Mall Tanjung Barat di Komplek Sketsa, J18460","Rp 2,14 Miliar",  73 m²,  130 m²
J18632 Rumah Mewah Dan Luas Di Kavling Dki Meruya Dekat Tol ,"Rp 2,72 Miliar",  124 m²,  137 m²
Dijual Rumah Luas Murah di Pasar Rebo Jakarta Timur Dekat Tol Lenteng Agung J 16184,"Rp 1,85 Miliar",  200 m²,  150 m²
"PERMATA HIJAU, HOTT UNIT DALAM KOMPLEK PALING FAVORITE DIPERMATA HIJAU, JAKARTA SELATAN",Rp 46 Miliar,  923 m²,  600 m²
"PERMATA HIJAU AREA, RUMAH SOELTAN SIAP HUNI DLM PRIVATE CLUSTER SWIMPOOL ",Rp 15 Miliar,  423 m²,  500 m²
Termurah Rumah Bgm Pik Uk 8x15 Rapih At Jakarta Utara,"Rp 4,2 Miliar",  120 m²,  250 m²
Rumah Pik American Modern Style Uk 250m2 4br Jakarta Utara,"Rp 13,2 Miliar",  250 m²,  750 m²
Rumah Murah di Sunter Dekat Mall Sunter Jakarta Utara,Rp 4 Miliar,  176 m²,  176 m²
"Rumah Bagus Lokasi Strategis di Villa Cibubur Mas 2, Jakarta Timur",Rp 900 Juta,  75 m²,  60 m²
Rumah Full Furnished Dekat Trans Studio Mall Cibubur Harga Nego J19664,"Rp 1,52 Miliar",  72 m²,  65 m²
Hunian 2 Lantai Harga Nego Dekat Gerbang Tol Lenteng Agung Siap Kpr J18482,"Rp 1,99 Miliar",  90 m²,  92 m²
3 Km Plaza Cibubur Akses 2 Mobil Tidak Banjir Strategis,Rp 800 Juta,  66 m²,  85 m²
Rumah Mewah Cluster Alamanda Zebrina Jakarta Garden City,Rp 2 Miliar,  75 m²,  74 m²
Rumah 2 Lantai di Citra Garden Sudah Renovasi,"Rp 2,25 Miliar",  144 m²,  312 m²
Rumah Sudah Renovasi Luas 132 di Jalan rawamangun muka Selatan SHM 2 Lantai,"Rp 2,49 Miliar",  132 m²,  249 m²
Rumah Brand New Pluit Luas 168m2 7x24 Carport Besar Rapi Bagus Jakarta Utara,"Rp 7,8 Miliar",  168 m²,  500 m²
Kota Wisata Rumah Megah Terjangkau 2 Lantai Lt 330 Lb500 Hgb Nego,Rp 6 Miliar,  330 m²,  500 m²
Rumah Cantik Siap Huni Konsep Bali Dalam Lingkungan Komplek,"Rp 13,5 Miliar",  421 m²,  515 m²
Rumah Cantik Siap Huni Dalam Komplek Full Furnish,Rp 14 Miliar,  400 m²,  350 m²
Rumah Cantik Siap Huni Fully Furnished Lokasi Dekat Senayan City,Rp 86 Miliar,  816 m²,  1200 m²
Rumah Cantik 2 Lantai Siap Huni di Cirendeu. Tangsel,"Rp 2,85 Miliar",  165 m²,  150 m²
"Rumah Strategis Akses Mudah di H. Saidi, Tanjung Barat, Jakarta Selatan","Rp 1,5 Miliar",  70 m²,  102 m²
Rumah Cantik Siap Huni Lokasi Strategis Cipete Selatan Cilandak ,Rp 25 Miliar,  855 m²,  520 m²
"HARGA TURUN. Rumah pinggir Jalan Raya Malaka, Malakasari","Rp 1,6 Miliar",  123 m²,  130 m²
HOT PROSPEK. Rumah 2 Lantai siap huni Taman Buaran Indah 3,"Rp 1,8 Miliar",  81 m²,  120 m²
"Hunian Strategis Hanya 10 menit ke Plasa Cibubur, Jakarta Harga Nego Full Furnished J16801","Rp 1,34 Miliar",  99 m²,  92 m²
"Dijual Rumah Cluster Palm Spring Jgc, Unit Bagus Fullfurnish ","Rp 7,65 Miliar",  203 m²,  500 m²
Rumah Murah 2 Lantai Fasilitas Lengkap di Cakung Jakarta Timur ,"Rp 2,7 Miliar",  105 m²,  100 m²
Hunian Strategis Dekat Mall Plaza Cibubur Sudah Renov Full Furnished J11848,"Rp 1,26 Miliar",  90 m²,  54 m²
"Rumah 2 Lantai Full Furnished Dekat Mall Ciputra Cibubur, Jakarta Harga Nego J18589","Rp 1,7 Miliar",  120 m²,  120 m²
"Rumah Bgm 8x18, 144m2, Bukit Golf Mediterania, Pantai Indah Kapuk",Rp 7 Miliar,  144 m²,  250 m²
Dijual Rumah Cantik Sudah Renove Di Bukit Gading Mediterania Kelapa Gading,"Rp 4,95 Miliar",  120 m²,  200 m²
Dijual Rumah Lokasi Gading Lavender 4 Lantai Siap Huni ,"Rp 3,95 Miliar",  104 m²,  404 m²
Dijual Rumah Bebas Banjir Lok.kelapa Lilin Klp Gading Lt.160m Hadap Selatan,"Rp 3,95 Miliar",  160 m²,  152 m²
Rumah murah strategis di Pisangan Matraman Jakarta timur dekat stasiun Jatinegara,Rp 964 Juta,  39 m²,  58 m²
Rumah Hanya 10 Menit Ke MRT Lebak Bulus SHM - Sertifikat Hak Milik,"Rp 2,6 Miliar",  120 m²,  160 m²
Rumah 2 Lantai di Kosambi Baru Semi Furnish Lokasi Strategis,"Rp 2,25 Miliar",  120 m²,  150 m²
"Rumah Walet Indah Pik 7x25 Hadap Utara, Kondisi Rapih","Rp 7,3 Miliar",  175 m²,  350 m²
Rumah Siap Huni Di Cluster Lesain Jakarta Garden City,"Rp 1,59 Miliar",  90 m²,  63 m²
Rumah Cluster Wisteria Basilia 9x16 Type 4kt Metland Cakung,"Rp 3,7 Miliar",  144 m²,  144 m²
"Rumah Bagus SHM Lokasi Strategis di Johar Baru, Jakarta Pusat","Rp 5,7 Miliar",  218 m²,  300 m²
Rumah Murah Harga Njop di Taman Modern Cakung Jakarta Timur,"Rp 1,4 Miliar",  140 m²,  100 m²
Rumah 3 lantai Scandinavian style di Pondok Kelapa jaktim,"Rp 2,6 Miliar",  109 m²,  250 m²
Rumah Strategis Bebas Banjir di Jakarta SHM Siap Kpr Harga Nego J14506,"Rp 2,92 Miliar",  144 m²,  185 m²
"Rumah HGB Nego Akses Dekat Pintu Tol di Kemayoran, Jakarta Pusat","Rp 2,1 Miliar",  175 m²,  175 m²
Rumah Murah Hoek Tanah Luas Di Cibubur Dekat Tol Harga Nego J19712,"Rp 1,13 Miliar",  164 m²,  75 m²
Rumah Hitung Tanah Lokasi Premium Jarang Ada Jalan Lebar Lt. 324 M2 Puri Indah,"Rp 10,5 Miliar",  324 m²,  450 m²
Rumah Butuh Renovasi di Permata Buana Jakarta Barat Lt 144m2,"Rp 3,75 Miliar",  144 m²,  100 m²
Rumah Hook Permata Buana Semi Furnished Siap Huni,"Rp 12,5 Miliar",  283 m²,  600 m²
Rumah Murah Free Biaya Dekat Gerbang Tol Di Cibubur Harga Nego J16801,"Rp 1,34 Miliar",  99 m²,  92 m²
Rumah Purimansion 10x20,"Rp 6,6 Miliar",  200 m²,  200 m²
RUMAH 2 LANTAI CLUSTER SUDAH RENOVASI HARGA TERMURAH DI JAGAKARSA,"Rp 2,05 Miliar",  115 m²,  135 m²
Rumah Elite Di Jl Simprug Golf Jakarta Selatan lt.658 Shm murah 52jt/m2 dalam gerbang Aman.Jarang ada.cash only,Rp 34 Miliar,  658 m²,  900 m²
Rumah Mewah Modern di Komplek Elit Cibubur Jakarta Timur ,"Rp 4,5 Miliar",  200 m²,  450 m²
"Permata Buana , Rumah 10 X 15, Dekat Puri Indah kebon Jeruk","Rp 9,6 Miliar",  150 m²,  400 m²
DIJUAL Rumah di PIK SHM Bagus Ukuran 8x25 4 Lantai,"Rp 8,3 Miliar",  200 m²,  450 m²
Rumah di PIK 2 Ukuran 8x10 2 Lantai Siap Huni,"Rp 2,7 Miliar",  80 m²,  80 m²
di rmh cantil dan modern 2 lantai pisangan baru daerah matraman jakarta timur,Rp 838 Juta,  30 m²,  59 m²
di rumah cantik minimalis 2 lantai daerah kota sebrang LTC glodok,Rp 497 Juta,  22 m²,  37 m²
Sudah Renovasi,"Rp 12,5 Miliar",  595 m²,  450 m²
Dijual Rumah Interior Premium Full Marmer Intercon Kebon Jeruk,Rp 15 Miliar,  495 m²,  562 m²
Rumah 2 lantai modern dekat perkotaan,"Rp 2,96 Miliar",  61 m²,  92 m²
Best Price Rumah Lama Cocok Untuk Bangun Ulang Dekat Ecopark,"Rp 2,25 Miliar",  112 m²,  110 m²
"Dijual Harga Nego Rumah Hitung Tanah Masuk Mobil ( 5x19 ) Teluk Gong, Jakarta Utara - Penjaringan","Rp 1,35 Miliar",  95 m²,  120 m²
Dijual Rumah Taman Aries Strategis Depan Jameson/Indogrosir,"Rp 3,3 Miliar",  120 m²,  150 m²
Rumah Ruko BU Siap Huni Di Jelambar Murah NEGO,"Rp 3,2 Miliar",  80 m²,  240 m²
Rumah bagus 2 lantai di area prime kebayoran baru lokasi sgt strategis,Rp 28 Miliar,  337 m²,  390 m²
Rumah 2 lantai di Permata Hijau lokasi strategis dgn taman luas,Rp 20 Miliar,  438 m²,  264 m²
Rumah Bagus Nan Megah di Intercon lokasi tenang dan nyaman bagus,Rp 26 Miliar,  778 m²,  2100 m²
Rumah Bagus Siap Pakai di Puri Botanical uk 6x18m cluster ekslusif,"Rp 3,2 Miliar",  108 m²,  156 m²
Rumah Bagus 2 Lantai di Cluster Green Permata Residence tenang,"Rp 3,75 Miliar",  133 m²,  153 m²
"Siap Huni & Strategis 13 menit ke Gerbang TOL Burangkeng, Bisa KPR, J18722",Rp 540 Juta,  72 m²,  60 m²
"Siap Huni & Strategis 10 menit ke Gerbang Tol Jati Asih 1, Bisa KPR, J17698","Rp 1,72 Miliar",  150 m²,  100 m²
"Siap Huni & Strategis 10 Menit ke Gerbang Tol Jati Warna 1, Bisa KPR, J16181",Rp 860 Juta,  91 m²,  45 m²
Harus Terjual Rumah Menteng siap huni jak-pus,Rp 35 Miliar,  395 m²,  600 m²
"Mini Building, Dibawah Njop, Area Komersil, Dekat Pusat Bisnis",Rp 26 Miliar,  775 m²,  1000 m²
Rumah Lama Di Lokasi strategis Kebayoran Baru dekat SCBD,Rp 14 Miliar,  317 m²,  240 m²
Town House Strategis Jalan Lebar Dekat Tol Desari,"Rp 4,95 Miliar",  225 m²,  275 m²
Rumah Fully Renovasi Dalam Komplek Margasatwa Cilandak,"Rp 14,9 Miliar",  446 m²,  390 m²
"Rumah SHM Lokasi Strategis di Pertamina Patra 2, Cempaka Putih Timur, Jakarta Pusat",Rp 6 Miliar,  277 m²,  200 m²
Rumah Minimalis Modern Jakarta Timur,Rp 450 Juta,  50 m²,  36 m²
Disewakan Rumah Pik 2 Termurah Manhattan Uk 10x25,Rp 185 Juta,  250 m²,  300 m²
"Ampera, Jakarta Selatan. Rumah Modern Dalam Komplek Strategis","Rp 5,5 Miliar",  180 m²,  300 m²
"Pejaten Barat, Rumah siap huni dalam townhouse strategis dekat Kemang","Rp 4,7 Miliar",  157 m²,  150 m²
"Kebayoran Baru, Rumah Lama Hitung Tanah Dekat Senopati","Rp 4,6 Miliar",  203 m²,  150 m²
"Siap Huni & Strategis 7 menit ke Gerbang Tol Jatikarya 2, Bisa KPR, J14503",Rp 810 Juta,  105 m²,  45 m²
"Siap Huni & Strategis 5 Menit ke Pasar Alam Vida Bekasi, Bisa KPR, J11817",Rp 810 Juta,  72 m²,  55 m²
"Rumah Golf Island Mozart 10x30, 3 Lt, Ada Lift, View Golf","Rp 16,5 Miliar",  300 m²,  700 m²
"Siap Huni & Strategis 25 Menit ke Living World Grand Wisata, Bisa KPR, J16820",Rp 540 Juta,  78 m²,  45 m²
Rumah Cantik Terawat Siap Huni Pantai Indah Kapuk,"Rp 6,35 Miliar",  165 m²,  240 m²
"Siap Huni & Strategis 21 menit ke Mall Ciputra Cibubur, Bisa KPR, J18402",Rp 775 Juta,  89 m²,  60 m²
"Siap Huni & Strategis 20 menit ke Puskesmas Ciangsana, Bisa KPR, J16989",Rp 910 Juta,  144 m²,  60 m²
Murah Rumah Mewah Hook Green Garden Rapi Dan Siap Huni,Rp 9 Miliar,  570 m²,  570 m²
"Kebayoran Baru Jaksel,rumah Siap Huni Dekat Tendean Senopati","Rp 7,9 Miliar",  156 m²,  310 m²
"Wijaya Kebayoran Baru, Rumah Dekat Senopati Tendean Jaksel","Rp 4,4 Miliar",  135 m²,  176 m²
Dijual Over Kredit Rumah 2 Lt di Cilangkap Jakarta Timur,"Rp 2,5 Miliar",  132 m²,  150 m²
"Rumah Modern Minimalis Area Perkantoran, Cempaka Putih, Jakarta Pusat","Rp 2,2 Miliar",  80 m²,  100 m²
Kost Grogol 38 Kamar Shm 4 Lantai Cocok Invest Lokasi Strategis ,"Rp 6,2 Miliar",  189 m²,  500 m²
Di jual rumah Daan Mogot baru jakarta barat.,"Rp 4,5 Miliar",  200 m²,  350 m²
Minimalis tropikal siap huni area Tomang Asli Rumah 2 Lantai SHM Bagus,Rp 16 Miliar,  340 m²,  400 m²
Rumah Klasik Modern Dalam Compound 3 Unit Hitung Tanah Saja Area Kemang Jakarta Selatan,"Rp 43,5 Miliar",  3625 m²,  500 m²
Rumah Mewah Private Lift Dalam Komplek Premium Kuningan,Rp 85 Miliar,  1050 m²,  1700 m²
"Siap Huni & Strategis 20 Menit ke Mall Citragrand Cibubur, Bisa KPR, J16691",Rp 910 Juta,  120 m²,  120 m²
"Siap Huni & Strategis 10 menit ke Trans Studio Mall Cibubur, J19712","Rp 1,13 Miliar",  164 m²,  75 m²
"Rumah di Jl. Praja, 2 Lantai SHM Bagus Utara","Rp 3,5 Miliar",  123 m²,  200 m²
"Siap Huni & Strategis 7 menit ke Mall Ciputra Cibubur, Bisa KPR, J18000","Rp 1,94 Miliar",  143 m²,  250 m²
Rumah Modern Minimalis Siap Huni Dalam Townhouse Cilandak Jakarta Selatan,"Rp 4,4 Miliar",  275 m²,  225 m²
